"Producto","PrecioUnitario","pricelistName","ExternalID","PricelistItemsApplyOn","PricelistItemsComputePrice","PricelistItemsBasedOn","CodigoAlternativo"
"SOLUMEDROL (METILPRENIZOLONA) / VIAL / 500MG","844.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOLUMEDROL (METILPRENIZOLONA) / VIAL / 500MG","844.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / AMPOLLA / 500MG/4ML","144.760000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / AMPOLLA / 500MG/4ML","144.760000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / AMPOLLA / 500MG/4ML","144.760000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / AMPOLLA / 500MG/4ML","133.010000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / AMPOLLA / 500MG/4ML","121.260000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / AMPOLLA / 500MG/4ML","144.760000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / TABLETA / 500MG / UNIDAD","26.150000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / TABLETA / 500MG / UNIDAD","21.900000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / TABLETA / 500MG / UNIDAD","24.030000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / TABLETA / 500MG / UNIDAD","26.150000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / TABLETA / 500MG / UNIDAD","26.150000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) / TABLETA / 500MG / UNIDAD","26.150000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) 1000MG AMPOLLA","160.160000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) 1000MG AMPOLLA","160.160000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) 1000MG AMPOLLA","160.160000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) 1000MG AMPOLLA","147.160000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) 1000MG AMPOLLA","134.160000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (CITICOLINA) 1000MG AMPOLLA","160.160000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / AMPOLLA BEBIBLE / 500MG / UNIDAD","68.750000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / AMPOLLA BEBIBLE / 500MG / UNIDAD","57.590000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / AMPOLLA BEBIBLE / 500MG / UNIDAD","63.170000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / AMPOLLA BEBIBLE / 500MG / UNIDAD","68.750000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / AMPOLLA BEBIBLE / 500MG / UNIDAD","68.750000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / AMPOLLA BEBIBLE / 500MG / UNIDAD","68.750000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / VIAL / 500MG","58.210000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / VIAL / 500MG","58.210000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / VIAL / 500MG","58.210000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / VIAL / 500MG","53.490000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / VIAL / 500MG","48.760000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SOMAZINA (SOMAZINA) / VIAL / 500MG","58.210000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 10 / UNIDAD","40.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 10 / UNIDAD","33.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 10 / UNIDAD","36.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 10 / UNIDAD","40.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 10 / UNIDAD","40.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 10 / UNIDAD","40.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 12 / UNIDAD","40.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 12 / UNIDAD","40.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 12 / UNIDAD","40.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 12 / UNIDAD","36.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 12 / UNIDAD","33.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 12 / UNIDAD","40.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 14  / UNIDAD","40.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 14  / UNIDAD","33.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 14  / UNIDAD","36.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 14  / UNIDAD","40.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 14  / UNIDAD","40.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 14  / UNIDAD","40.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 16 / UNIDAD","40.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 16 / UNIDAD","40.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 16 / UNIDAD","40.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 16 / UNIDAD","36.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 16 / UNIDAD","33.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 16 / UNIDAD","40.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 18 / UNIDAD","40.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 18 / UNIDAD","33.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 18 / UNIDAD","36.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 18 / UNIDAD","40.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 18 / UNIDAD","40.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 18 / UNIDAD","40.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 20 / UNIDAD","40.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 20 / UNIDAD","40.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 20 / UNIDAD","40.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 20 / UNIDAD","36.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 20 / UNIDAD","33.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 20 / UNIDAD","40.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 8 / UNIDAD","40.040000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 8 / UNIDAD","33.540000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 8 / UNIDAD","36.790000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 8 / UNIDAD","40.040000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 8 / UNIDAD","40.040000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA ASPIRAR # 8 / UNIDAD","40.040000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA BALAR / UNIDAD","947.840000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA BALAR / UNIDAD","947.840000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA BALAR / UNIDAD","947.840000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA BALAR / UNIDAD","870.900000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA BALAR / UNIDAD","793.970000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA BALAR / UNIDAD","947.840000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CATETERIZAR / UNIDAD","38.500000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CATETERIZAR / UNIDAD","32.250000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CATETERIZAR / UNIDAD","35.380000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CATETERIZAR / UNIDAD","38.500000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CATETERIZAR / UNIDAD","38.500000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CATETERIZAR / UNIDAD","38.500000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO  #6 / UNIDAD","492.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO  #6 / UNIDAD","492.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO  #6 / UNIDAD","492.800000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO  #6 / UNIDAD","452.800000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO  #6 / UNIDAD","412.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO  #6 / UNIDAD","492.800000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #10 / UNIDAD","492.800000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #10 / UNIDAD","412.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #10 / UNIDAD","452.800000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #10 / UNIDAD","492.800000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #10 / UNIDAD","492.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #10 / UNIDAD","492.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #12 / UNIDAD","492.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #12 / UNIDAD","492.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #12 / UNIDAD","492.800000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #12 / UNIDAD","452.800000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #12 / UNIDAD","412.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #12 / UNIDAD","492.800000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #14 / UNIDAD","492.800000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #14 / UNIDAD","412.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #14 / UNIDAD","452.800000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #14 / UNIDAD","492.800000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #14 / UNIDAD","492.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #14 / UNIDAD","492.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #16 / UNIDAD","492.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #16 / UNIDAD","492.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #16 / UNIDAD","492.800000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #16 / UNIDAD","452.800000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #16 / UNIDAD","412.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #16 / UNIDAD","492.800000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #8 / UNIDAD","492.800000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #8 / UNIDAD","452.800000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #8 / UNIDAD","412.800000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #8 / UNIDAD","492.800000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #8 / UNIDAD","492.800000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO #8 / UNIDAD","492.800000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #12 / UNIDAD","517.440000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #12 / UNIDAD","517.440000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #12 / UNIDAD","517.440000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #12 / UNIDAD","433.440000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #12 / UNIDAD","475.440000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #12 / UNIDAD","517.440000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #14 / UNIDAD","517.440000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #14 / UNIDAD","475.440000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #14 / UNIDAD","433.440000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #14 / UNIDAD","517.440000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #14 / UNIDAD","517.440000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #14 / UNIDAD","517.440000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #16 / UNIDAD","517.440000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #16 / UNIDAD","517.440000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #16 / UNIDAD","517.440000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #16 / UNIDAD","433.440000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #16 / UNIDAD","475.440000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #16 / UNIDAD","517.440000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #8 / UNIDAD","517.440000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #8 / UNIDAD","475.440000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #8 / UNIDAD","433.440000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #8 / UNIDAD","517.440000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #8 / UNIDAD","517.440000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE CIRCUITO CERRADO DE TRAQUEOSTOMIA  #8 / UNIDAD","517.440000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC /  TUXTENO  # 10 / UNIDAD","770.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC /  TUXTENO  # 10 / UNIDAD","770.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC /  TUXTENO  # 10 / UNIDAD","770.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC /  TUXTENO  # 10 / UNIDAD","707.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC /  TUXTENO  # 10 / UNIDAD","770.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC /  TUXTENO  # 10 / UNIDAD","645.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / (BRAUN) /  TUXTENO  # 12 / UNIDAD","770.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / (BRAUN) /  TUXTENO  # 12 / UNIDAD","707.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / (BRAUN) /  TUXTENO  # 12 / UNIDAD","645.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / (BRAUN) /  TUXTENO  # 12 / UNIDAD","770.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / (BRAUN) /  TUXTENO  # 12 / UNIDAD","770.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / (BRAUN) /  TUXTENO  # 12 / UNIDAD","770.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO  # 12 / UNIDAD","770.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO  # 12 / UNIDAD","770.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO  # 12 / UNIDAD","770.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO  # 12 / UNIDAD","707.500000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO  # 12 / UNIDAD","770.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO  # 12 / UNIDAD","645.000000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO # 8 / UNIDAD","64.500000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO # 8 / UNIDAD","77.000000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO # 8 / UNIDAD","70.750000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO # 8 / UNIDAD","77.000000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO # 8 / UNIDAD","77.000000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA DE DESILASTIC / TUXTENO # 8 / UNIDAD","77.000000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 16 / UNIDAD","36.960000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 16 / UNIDAD","36.960000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 16 / UNIDAD","36.960000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 16 / UNIDAD","33.960000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 16 / UNIDAD","36.960000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 16 / UNIDAD","30.960000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 18 / UNIDAD","30.960000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 18 / UNIDAD","36.960000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 18 / UNIDAD","33.960000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 18 / UNIDAD","36.960000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 18 / UNIDAD","36.960000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 18 / UNIDAD","36.960000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 20 / UNIDAD","36.960000","SUITE","5","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 20 / UNIDAD","36.960000","INTENSIVO","6","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 20 / UNIDAD","36.960000","EMERGENCIA","4","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 20 / UNIDAD","33.960000","SEMIPRIVADO","2","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 20 / UNIDAD","36.960000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 20 / UNIDAD","30.960000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 22 / UNIDAD","30.960000","PEDIATRIA","1","Product","Fixed Price","Sales Price","CONCEPTOS"
"SONDA FOLEY  / 3 VIAS # 22 / UNIDAD","36.960000","PRIVADO","3","Product","Fixed Price","Sales Price","CONCEPTOS"
